
mistake,fix,mistake freq,fix freq,type,Efreq
uses,users,778.0,63.0,Deletion,0
as,the,113068.0,1501908.0,Standard,0
side,size,10247.0,2353.0,Substitution,0
grow,growing,3034.0,1527.0,Compound,0
Mobile,Push,381.0,3598.0,Standard,0
than,then,37679.0,75966.0,Substitution,0
String,boolean,646.0,4.0,Standard,0
one,single,156684.0,3676.0,Standard,0
the,most,1501908.0,17889.0,Standard,0
Provides,provides,137.0,137.0,Caps Error,0
it,its,963712.0,8757.0,Deletion,0
is,must,459663.0,35661.0,Standard,0
sorting,Sorting,74.0,74.0,Caps Error,0
us,use,86478.0,17536.0,Deletion,0
off,of,60155.0,590439.0,Insertion,0
he,the,389497.0,1501908.0,Deletion,0
do,want,312915.0,140718.0,Standard,0
you,your,2134713.0,328715.0,Deletion,0
as,follows,113068.0,371.0,Standard,0
our,out,71425.0,197131.0,Substitution,0
an,and,95071.0,682780.0,Deletion,0
market,marked,1848.0,547.0,Substitution,0
difference,different,4066.0,10686.0,Standard,0
Queries,Mutations,8.0,44.0,Standard,0
queries,mutations,8.0,44.0,Standard,0
query,mutation,29.0,88.0,Standard,0
examples,example,97.0,1527.0,Insertion,0
restart,stop,30.0,36071.0,Standard,0
Runs,Upgrade,1637.0,110.0,Standard,0
Future,Function,5278.0,565.0,Standard,0
stride,s,107.0,1057301.0,Compound,0
Steps,Statements,1259.0,279.0,Standard,0
prefix,prefixes,21.0,2.0,Compound,0
up,test,187170.0,4288.0,Standard,0
Not,Now,276673.0,163333.0,Substitution,0
form,from,2180.0,103992.0,Exchange,0
houses,greenhouses,975.0,4.0,Compound,0
Set,The,11805.0,1501908.0,Standard,0
dat,data,61.0,1306.0,Deletion,0
user,sure,79.0,56091.0,Exchange,0
to,too,1156570.0,69950.0,Deletion,0
to,too,1156570.0,69950.0,Deletion,0
user,use,79.0,17536.0,Insertion,0
with,width,257465.0,35.0,Deletion,0
columns,column,141.0,559.0,Insertion,0
has,as,57830.0,113068.0,Insertion,0
to,switch,1156570.0,1434.0,Standard,0
then,than,75966.0,37679.0,Substitution,0
in,it,498444.0,963712.0,Substitution,0
then,than,75966.0,37679.0,Substitution,0
not,no,276673.0,304549.0,Insertion,0
setup,source,440.0,1437.0,Standard,0
copy,Copy,2666.0,2666.0,Caps Error,0
width,flex,35.0,50.0,Standard,0
second,first,14513.0,42869.0,Standard,0
tu,to,163.0,1156570.0,Substitution,0
medium,dark,362.0,4519.0,Standard,0
dark,medium,4519.0,362.0,Standard,0
components,component,84.0,81.0,Insertion,0
feedback,Feedback,140.0,140.0,Caps Error,0
Lean,Learn,529.0,6047.0,Deletion,0
that,the,719677.0,1501908.0,Standard,0
all,be,263255.0,293085.0,Standard,0
can,the,267620.0,1501908.0,Standard,0
then,when,75966.0,103739.0,Substitution,0
them,then,90720.0,75966.0,Substitution,0
it,a,963712.0,1041179.0,Standard,0
is,that,459663.0,719677.0,Standard,0
with,within,257465.0,3017.0,Compound,0
go,to,193445.0,1156570.0,Substitution,0
before,Before,40501.0,40501.0,Caps Error,0
Clone,clone,128.0,128.0,Caps Error,0
Download,download,168.0,168.0,Caps Error,0
Train,train,4848.0,4848.0,Caps Error,0
Test,test,4288.0,4288.0,Caps Error,0
an,a,95071.0,1041179.0,Insertion,0
an,and,95071.0,682780.0,Deletion,0
arguments,argument,230.0,867.0,Insertion,0
uploaded,downloaded,21.0,77.0,Standard,0
examples,example,97.0,1527.0,Insertion,0
selected,profiles,249.0,50.0,Standard,0
classes,class,812.0,5985.0,Compound,0
orientated,oriented,5.0,27.0,Standard,0
positive,neutral,1613.0,215.0,Standard,0
positive,negative,1613.0,1308.0,Standard,0
immediate,immediately,571.0,2446.0,Compound,0
crated,created,6.0,1195.0,Deletion,0
on,window,354742.0,4386.0,Standard,0
a,an,1041179.0,95071.0,Deletion,0
determined,determines,671.0,46.0,Substitution,0
ie,is,14.0,459663.0,Substitution,0
it,its,963712.0,8757.0,Deletion,0
rit,git,6.0,101.0,Substitution,0
code,core,2709.0,501.0,Substitution,0
i,j,2038529.0,4026.0,Substitution,0
form,from,2180.0,103992.0,Exchange,0
action,msg,3115.0,10.0,Standard,0
action,msg,3115.0,10.0,Standard,0
an,a,95071.0,1041179.0,Insertion,0
exiting,existing,48.0,98.0,Deletion,0
View,Image,1965.0,1154.0,Standard,0
shadow,shadows,1080.0,583.0,Deletion,0
Reader,Header,278.0,25.0,Substitution,0
an,can,95071.0,267620.0,Deletion,0
use,is,17536.0,459663.0,Standard,0
thanks,than,31789.0,37679.0,Compound,0
user,use,79.0,17536.0,Insertion,0
by,be,68364.0,293085.0,Substitution,0
fro,for,58.0,351650.0,Exchange,0
just,Just,242206.0,242206.0,Caps Error,0
and,an,682780.0,95071.0,Insertion,0
book,books,9026.0,3456.0,Deletion,0
to,the,1156570.0,1501908.0,Standard,0
event,emits,1345.0,18.0,Standard,0
to,our,1156570.0,71425.0,Standard,0
then,than,75966.0,37679.0,Substitution,0
and,such,682780.0,14852.0,Standard,0
cured,curved,308.0,31.0,Deletion,0
bt,by,10.0,68364.0,Substitution,0
bt,by,10.0,68364.0,Substitution,0
Headset,Headsets,42.0,22.0,Deletion,0
The,There,1501908.0,221754.0,Compound,0
OPEN,Open,16341.0,16341.0,Caps Error,0
selected,select,249.0,180.0,Compound,0
selected,select,249.0,180.0,Compound,0
selected,select,249.0,180.0,Compound,0
is,instruction,459663.0,103.0,Standard,0
starts,completes,2335.0,46.0,Standard,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
make,find,70775.0,42379.0,Standard,0
Introduce,Boy,1771.0,27021.0,Standard,0
Oftentimes,Often,20.0,2925.0,Compound,0
current,root,869.0,534.0,Standard,0
props,NOTE,152.0,2731.0,Standard,0
hav,have,7.0,314232.0,Deletion,0
has,as,57830.0,113068.0,Insertion,0
to,so,1156570.0,216452.0,Substitution,0
be,by,293085.0,68364.0,Substitution,0
for,to,351650.0,1156570.0,Standard,0
based,with,1357.0,257465.0,Standard,0
describing,the,118.0,1501908.0,Standard,0
Alternating,Block,21.0,2067.0,Standard,0
react,React,385.0,385.0,Caps Error,0
hand,handful,14262.0,291.0,Compound,0
be,depend,293085.0,504.0,Standard,0
on,an,354742.0,95071.0,Substitution,0
it,its,963712.0,8757.0,Deletion,0
state,props,5500.0,152.0,Standard,0
prior,version,422.0,828.0,Standard,0
note,not,2731.0,276673.0,Insertion,0
begging,beginning,766.0,3219.0,Standard,0
a,with,1041179.0,257465.0,Standard,0
is,in,459663.0,498444.0,Substitution,0
Cared,Cards,723.0,2449.0,Standard,0
bellow,below,23.0,1430.0,Insertion,0
locate,locale,524.0,16.0,Substitution,0
it,its,963712.0,8757.0,Deletion,0
it,its,963712.0,8757.0,Deletion,0
two,files,54384.0,1358.0,Standard,0
any,all,56068.0,263255.0,Standard,0
two,three,54384.0,27654.0,Standard,0
enzyme,Karma,54.0,176.0,Standard,0
in,on,498444.0,354742.0,Substitution,0
create,created,1289.0,1195.0,Deletion,0
your,you,328715.0,2134713.0,Insertion,0
your,you,328715.0,2134713.0,Insertion,0
Window,Windows,4386.0,1190.0,Deletion,0
Log,Sign,610.0,6797.0,Standard,0
our,your,71425.0,328715.0,Deletion,0
Knowledge,Uncertain,1302.0,121.0,Standard,0
in,on,498444.0,354742.0,Substitution,0
ration,ratio,66.0,164.0,Insertion,0
for,and,351650.0,682780.0,Standard,0
ration,ratio,66.0,164.0,Insertion,0
ur,our,34.0,71425.0,Deletion,0
register,add,561.0,1686.0,Standard,0
when,form,103739.0,2180.0,Standard,0
super,superseded,1336.0,8.0,Compound,0
stings,strings,88.0,418.0,Deletion,0
Setup,an,440.0,95071.0,Standard,0
Calender,Calendar,3.0,363.0,Substitution,0
Calender,Calendar,3.0,363.0,Substitution,0
Calender,Calendar,3.0,363.0,Substitution,0
Calender,Calendar,3.0,363.0,Substitution,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
send,sent,9169.0,7038.0,Substitution,0
Finally,We,5989.0,459607.0,Standard,0
on,with,354742.0,257465.0,Standard,0
exists,exist,575.0,1477.0,Insertion,0
that,than,719677.0,37679.0,Substitution,0
works,work,5357.0,40699.0,Insertion,0
If,if,180610.0,180610.0,Caps Error,0
Rating,rating,112.0,112.0,Caps Error,0
it,its,963712.0,8757.0,Deletion,0
them,the,90720.0,1501908.0,Insertion,0
it,its,963712.0,8757.0,Deletion,0
it,its,963712.0,8757.0,Deletion,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
chose,choose,952.0,2451.0,Deletion,0
The,the,1501908.0,1501908.0,Caps Error,0
Support,Supports,2587.0,105.0,Deletion,0
Support,Supports,2587.0,105.0,Deletion,0
tasks,concurrent,85.0,11.0,Standard,0
Single,Supports,3676.0,105.0,Standard,0
build,building,2452.0,5078.0,Compound,0
Welcome,Translations,9140.0,22.0,Standard,0
are,actually,265672.0,16439.0,Standard,0
the,an,1501908.0,95071.0,Standard,0
be,by,293085.0,68364.0,Substitution,0
exiting,existing,48.0,98.0,Deletion,0
Patters,Patterns,3.0,253.0,Deletion,0
wile,while,21.0,17821.0,Deletion,0
token,tokens,205.0,56.0,Deletion,0
accepts,accept,106.0,2692.0,Insertion,0
hard,hand,15700.0,14262.0,Substitution,0
value,operator,1097.0,836.0,Standard,0
m,n,343245.0,2810.0,Substitution,0
than,that,37679.0,719677.0,Substitution,0
than,then,37679.0,75966.0,Substitution,0
once,one,17589.0,156684.0,Insertion,0
latin,Latin,561.0,561.0,Caps Error,0
n,zero,2810.0,1094.0,Standard,0
do,cover,312915.0,4808.0,Standard,0
cover,the,4808.0,1501908.0,Standard,0
As,An,113068.0,95071.0,Substitution,0
in,is,498444.0,459663.0,Substitution,0
given,give,4851.0,59559.0,Insertion,0
type,types,3093.0,479.0,Deletion,0
will,corresponds,108306.0,18.0,Standard,0
its,users,8757.0,63.0,Standard,0
library,libraries,1170.0,35.0,Standard,0
to,top,1156570.0,6805.0,Deletion,0
that,only,719677.0,55269.0,Standard,0
that,only,719677.0,55269.0,Standard,0
evaluate,enable,88.0,75.0,Standard,0
evaluate,enable,88.0,75.0,Standard,0
evaluate,enable,88.0,75.0,Standard,0
evaluate,enable,88.0,75.0,Standard,0
evaluate,enable,88.0,75.0,Standard,0
For,Windows,351650.0,1190.0,Standard,0
For,Windows,351650.0,1190.0,Standard,0
We,Thanks,459607.0,31789.0,Standard,0
this,these,406915.0,46104.0,Standard,0
the,there,1501908.0,221754.0,Compound,0
versions,manually,62.0,83.0,Standard,0
to,too,1156570.0,69950.0,Deletion,0
do,does,312915.0,34002.0,Compound,0
and,an,682780.0,95071.0,Insertion,0
Brain,brain,3928.0,3928.0,Caps Error,0
a,the,1041179.0,1501908.0,Standard,0
expression,expressions,651.0,51.0,Deletion,0
window,windows,4386.0,1190.0,Deletion,0
heigh,height,14.0,476.0,Deletion,0
Add,size,1686.0,2353.0,Standard,0
he,the,389497.0,1501908.0,Deletion,0
a,component,1041179.0,81.0,Standard,0
this,thus,406915.0,628.0,Substitution,0
Extent,Event,207.0,1345.0,Standard,0
condition,category,1936.0,207.0,Standard,0
operations,management,600.0,594.0,Standard,0
this,these,406915.0,46104.0,Standard,0
this,these,406915.0,46104.0,Standard,0
this,these,406915.0,46104.0,Standard,0
version,versions,828.0,62.0,Deletion,0
numerical,the,20.0,1501908.0,Standard,0
on,measured,354742.0,144.0,Standard,0
about,accumulation,185206.0,13.0,Standard,0
just,added,242206.0,492.0,Standard,0
literary,literally,130.0,739.0,Standard,0
make,enable,70775.0,75.0,Standard,0
will,is,108306.0,459663.0,Standard,0
a,another,1041179.0,25970.0,Standard,0
untill,until,15.0,15426.0,Insertion,0
Down,down,76004.0,76004.0,Caps Error,0
python,Python,79.0,79.0,Caps Error,0
merely,binds,795.0,38.0,Standard,0
a,digital,1041179.0,275.0,Standard,0
Load,Fly,1490.0,4335.0,Standard,0
goals,query,262.0,29.0,Standard,0
goals,query,262.0,29.0,Standard,0
reverse,reverses,560.0,17.0,Deletion,0
element,elements,338.0,352.0,Deletion,0
Clones,pushes,45.0,139.0,Standard,0
examples,example,97.0,1527.0,Insertion,0
represent,represents,773.0,313.0,Deletion,0
trough,through,72.0,28026.0,Deletion,0
a,the,1041179.0,1501908.0,Standard,0
the,The,1501908.0,1501908.0,Caps Error,0
the,sets,1501908.0,761.0,Standard,0
Creat,Create,2.0,1289.0,Deletion,0
data,versions,1306.0,62.0,Standard,0
data,versions,1306.0,62.0,Standard,0
gets,get,11364.0,233772.0,Insertion,0
will,may,108306.0,26080.0,Standard,0
instruct,configure,85.0,9.0,Standard,0
of,other,590439.0,37505.0,Standard,0
contents,content,219.0,389.0,Insertion,0
in,on,498444.0,354742.0,Substitution,0
Chapters,Chapter,101.0,604.0,Insertion,0
summery,summary,6.0,85.0,Substitution,0
some,an,88089.0,95071.0,Standard,0
mention,user,3033.0,79.0,Standard,0
require,requires,542.0,489.0,Deletion,0
II,In,57.0,498444.0,Substitution,0
Installation,installation,72.0,72.0,Caps Error,0
Installation,installation,72.0,72.0,Caps Error,0
it,its,963712.0,8757.0,Deletion,0
table,tables,5387.0,599.0,Deletion,0
As,This,113068.0,406915.0,Standard,0
want,must,140718.0,35661.0,Standard,0
numerical,the,20.0,1501908.0,Standard,0
table,tables,5387.0,599.0,Deletion,0
As,This,113068.0,406915.0,Standard,0
want,must,140718.0,35661.0,Standard,0
a,an,1041179.0,95071.0,Deletion,0
value,values,1097.0,432.0,Deletion,0
if,of,180610.0,590439.0,Substitution,0
are,consist,265672.0,22.0,Standard,0
than,that,37679.0,719677.0,Substitution,0
are,may,265672.0,26080.0,Standard,0
are,may,265672.0,26080.0,Standard,0
he,the,389497.0,1501908.0,Deletion,0
be,have,293085.0,314232.0,Standard,0
the,scope,1501908.0,286.0,Standard,0
lest,least,100.0,10596.0,Deletion,0
one,once,156684.0,17589.0,Deletion,0
for,about,351650.0,185206.0,Standard,0
default,info,51.0,189.0,Standard,0
ca,can,109.0,267620.0,Deletion,0
is,allows,459663.0,279.0,Standard,0
Basic,Form,794.0,2180.0,Standard,0
whole,the,19660.0,1501908.0,Standard,0
error,errors,473.0,87.0,Deletion,0
strait,straight,9.0,6244.0,Standard,0
relay,rely,152.0,366.0,Insertion,0
for,to,351650.0,1156570.0,Standard,0
second,seconds,14513.0,3603.0,Deletion,0
employ,employing,171.0,14.0,Compound,0
Add,Added,1686.0,492.0,Compound,0
Update,Updated,252.0,67.0,Deletion,0
year,years,14174.0,29003.0,Deletion,0
route,router,1089.0,15.0,Deletion,0
with,while,257465.0,17821.0,Standard,0
can,accepts,267620.0,106.0,Standard,0
fist,first,375.0,42869.0,Deletion,0
integers,strings,2.0,418.0,Standard,0
terminated,null,147.0,27.0,Standard,0
a,already,1041179.0,16246.0,Standard,0
hat,that,3273.0,719677.0,Deletion,0
my,may,344899.0,26080.0,Deletion,0
operators,operator,75.0,836.0,Insertion,0
on,from,354742.0,103992.0,Standard,0
to,know,1156570.0,291780.0,Standard,0
then,than,75966.0,37679.0,Substitution,0
strait,straightforward,9.0,102.0,Standard,0
then,than,75966.0,37679.0,Substitution,0
thou,though,1144.0,9279.0,Compound,0
done,written,24737.0,2247.0,Standard,0
does,do,34002.0,312915.0,Compound,0
you,would,2134713.0,90162.0,Standard,0
strings,too,418.0,69950.0,Standard,0
try,tries,24314.0,807.0,Standard,0
Rack,Rake,397.0,152.0,Standard,0
notify,notifying,367.0,23.0,Compound,0
directory,examples,84.0,97.0,Standard,0
transformation,transformations,101.0,8.0,Deletion,0
appearance,state,591.0,5500.0,Standard,0
object,objects,1314.0,444.0,Deletion,0
at,in,164072.0,498444.0,Standard,0
to,where,1156570.0,93341.0,Standard,0
and,searched,682780.0,406.0,Standard,0
chose,choose,952.0,2451.0,Deletion,0
throw,thrown,6570.0,1047.0,Deletion,0
Open,Within,16341.0,3017.0,Standard,0
bit,bits,11987.0,549.0,Deletion,0
you,interaction,2134713.0,60.0,Standard,0
a,health,1041179.0,2054.0,Standard,0
Heath,Health,95.0,2054.0,Deletion,0
If,You,180610.0,2134713.0,Standard,0
a,an,1041179.0,95071.0,Deletion,0
The,There,1501908.0,221754.0,Compound,0
a,separate,1041179.0,1107.0,Standard,0
currently,available,351.0,1323.0,Standard,0
Classical,classical,224.0,224.0,Caps Error,0
Classical,classical,224.0,224.0,Caps Error,0
weight,weights,1850.0,136.0,Deletion,0
install,gym,138.0,927.0,Standard,0
Formally,Formerly,106.0,123.0,Standard,0
an,and,95071.0,682780.0,Deletion,0
is,designed,459663.0,894.0,Standard,0
The,It,1501908.0,963712.0,Standard,0
us,use,86478.0,17536.0,Deletion,0
us,use,86478.0,17536.0,Deletion,0
ros,rows,9.0,92.0,Deletion,0
can,add,267620.0,1686.0,Standard,0
options,to,715.0,1156570.0,Standard,0
included,alongside,382.0,192.0,Standard,0
grid,Grid,282.0,282.0,Caps Error,0
scenes,scene,428.0,3807.0,Insertion,0
from,on,103992.0,354742.0,Standard,0
than,then,37679.0,75966.0,Substitution,0
Debugging,Validation,2.0,36.0,Standard,0
class,range,5985.0,1161.0,Standard,0
cases,case,1436.0,14403.0,Insertion,0
hight,high,3.0,9945.0,Insertion,0
Interpolation,Writing,2.0,2852.0,Standard,0
can,you,267620.0,2134713.0,Standard,0
It,If,963712.0,180610.0,Substitution,0
reply,rely,245.0,366.0,Insertion,0
groups,group,471.0,3762.0,Insertion,0
to,up,1156570.0,187170.0,Standard,0
replaces,replaced,23.0,421.0,Substitution,0
stores,store,485.0,4178.0,Insertion,0
it,its,963712.0,8757.0,Deletion,0
incase,case,9.0,14403.0,Compound,0
incase,case,9.0,14403.0,Compound,0
add,Add,1686.0,1686.0,Caps Error,0
just,from,242206.0,103992.0,Standard,0
a,frequency,1041179.0,337.0,Standard,0
time,times,99890.0,11221.0,Deletion,0
performing,scaling,325.0,10.0,Standard,0
image,images,1154.0,401.0,Deletion,0
the,sampled,1501908.0,24.0,Standard,0
the,sampled,1501908.0,24.0,Standard,0
var,final,7.0,2533.0,Standard,0
INFO,NOTE,189.0,2731.0,Standard,0
task,tasks,649.0,85.0,Deletion,0
TIP,NOTE,1409.0,2731.0,Standard,0
where,were,93341.0,84804.0,Insertion,0
where,were,93341.0,84804.0,Insertion,0
saved,save,3558.0,8278.0,Insertion,0
saved,save,3558.0,8278.0,Insertion,0
da,dar,1183.0,68.0,Deletion,0
wich,that,9.0,719677.0,Standard,0
wich,that,9.0,719677.0,Standard,0
wich,that,9.0,719677.0,Standard,0
recursive,true,3.0,12921.0,Standard,0
support,supports,2587.0,105.0,Deletion,0
bring,brings,16685.0,1791.0,Deletion,0
in,within,498444.0,3017.0,Compound,0
property,properties,1698.0,162.0,Standard,0
a,the,1041179.0,1501908.0,Standard,0
class,interface,5985.0,77.0,Standard,0
current,member,869.0,1468.0,Standard,0
bellow,below,23.0,1430.0,Insertion,0
package,packages,1162.0,199.0,Deletion,0
the,correct,1501908.0,2292.0,Standard,0
This,this,406915.0,406915.0,Caps Error,0
manager,manage,2038.0,1095.0,Insertion,0
a,of,1041179.0,590439.0,Standard,0
now,no,163333.0,304549.0,Insertion,0
project,projects,1907.0,285.0,Deletion,0
Final,The,2533.0,1501908.0,Standard,0
is,takes,459663.0,5986.0,Standard,0
To,An,1156570.0,95071.0,Standard,0
to,by,1156570.0,68364.0,Standard,0
alert,r,1051.0,3579.0,Compound,0
pull,pool,7469.0,2396.0,Standard,0
three,two,27654.0,54384.0,Standard,0
which,is,24339.0,459663.0,Standard,0
let,repository,123381.0,13.0,Standard,0
four,five,13045.0,14558.0,Standard,0
you,your,2134713.0,328715.0,Deletion,0
ten,then,7395.0,75966.0,Deletion,0
exception,expression,409.0,651.0,Standard,0
types,type,479.0,3093.0,Insertion,0
ot,to,126.0,1156570.0,Exchange,0
previous,template,484.0,21.0,Standard,0
so,The,216452.0,1501908.0,Standard,0
manage,manager,1095.0,2038.0,Deletion,0
pubic,public,60.0,3625.0,Deletion,0
can,you,267620.0,2134713.0,Standard,0
the,they,1501908.0,209250.0,Deletion,0
in,is,498444.0,459663.0,Substitution,0
us,are,86478.0,265672.0,Standard,0
windows,Windows,1190.0,1190.0,Caps Error,0
fond,found,629.0,20196.0,Deletion,0
help,helps,46977.0,1084.0,Deletion,0
in,to,498444.0,1156570.0,Standard,0
be,but,293085.0,225291.0,Standard,0
future,futures,5278.0,83.0,Deletion,0
item,error,628.0,473.0,Standard,0
the,there,1501908.0,221754.0,Compound,0
the,there,1501908.0,221754.0,Compound,0
Create,virtual,1289.0,133.0,Standard,0
Exit,virtual,794.0,133.0,Standard,0
of,or,590439.0,86970.0,Substitution,0
extension,funding,275.0,162.0,Standard,0
on,the,354742.0,1501908.0,Standard,0
Make,for,70775.0,351650.0,Standard,0
our,program,71425.0,2174.0,Standard,0
it,the,963712.0,1501908.0,Standard,0
return,returns,4676.0,447.0,Deletion,0
that,than,719677.0,37679.0,Substitution,0
are,is,265672.0,459663.0,Standard,0
all,allow,263255.0,2263.0,Compound,0
string,answer,646.0,8986.0,Standard,0
and,groups,682780.0,471.0,Standard,0
contains,contain,260.0,310.0,Insertion,0
contains,contain,260.0,310.0,Insertion,0
a,slightly,1041179.0,576.0,Standard,0
a,the,1041179.0,1501908.0,Standard,0
when,if,103739.0,180610.0,Standard,0
some,more,88089.0,66228.0,Standard,0
some,more,88089.0,66228.0,Standard,0
de,the,2161.0,1501908.0,Standard,0
pantheon,Pantheon,21.0,21.0,Caps Error,0
maven,Maven,5.0,5.0,Caps Error,0
contain,contains,310.0,260.0,Deletion,0
contain,contains,310.0,260.0,Deletion,0
classes,functions,812.0,201.0,Standard,0
including,include,1405.0,568.0,Standard,0
to,the,1156570.0,1501908.0,Standard,0
D,dD,101335.0,300.0,Deletion,0
extraordinaire,extraordinary,33.0,771.0,Standard,0
then,than,75966.0,37679.0,Substitution,0
then,than,75966.0,37679.0,Substitution,0
Sidebar,The,47.0,1501908.0,Standard,0
Application,Only,510.0,55269.0,Standard,0
Three,Tree,27654.0,3315.0,Insertion,0
detailed,details,200.0,1481.0,Standard,0
form,from,2180.0,103992.0,Exchange,0
backwards,backward,667.0,159.0,Insertion,0
as,was,113068.0,288391.0,Deletion,0
arrive,arrived,953.0,1949.0,Deletion,0
an,and,95071.0,682780.0,Deletion,0
not,no,276673.0,304549.0,Insertion,0
tool,and,548.0,682780.0,Standard,0
receive,received,992.0,1436.0,Deletion,0
use,be,17536.0,293085.0,Standard,0
Others,Other,5061.0,37505.0,Insertion,0
is,its,459663.0,8757.0,Deletion,0
have,has,314232.0,57830.0,Standard,0
too,to,69950.0,1156570.0,Insertion,0
Latest,Package,955.0,1162.0,Standard,0
make,made,70775.0,28626.0,Substitution,0
contribute,contributed,194.0,86.0,Deletion,0
Title,Titre,947.0,2.0,Substitution,0
witch,which,1410.0,24339.0,Standard,0
cb,callback,27.0,44.0,Standard,0
the,source,1501908.0,1437.0,Standard,0
sources,source,419.0,1437.0,Insertion,0
follow,following,6283.0,2310.0,Compound,0
two,three,54384.0,27654.0,Standard,0
threw,through,2082.0,28026.0,Standard,0
to,too,1156570.0,69950.0,Deletion,0
affect,effect,568.0,1219.0,Substitution,0
Chat,Charts,830.0,333.0,Standard,0
below,file,1430.0,2246.0,Standard,0
below,file,1430.0,2246.0,Standard,0
when,the,103739.0,1501908.0,Standard,0
use,be,17536.0,293085.0,Standard,0
use,be,17536.0,293085.0,Standard,0
links,link,141.0,609.0,Insertion,0
scrap,scrape,223.0,210.0,Deletion,0
an,a,95071.0,1041179.0,Insertion,0
of,matching,590439.0,230.0,Standard,0
a,an,1041179.0,95071.0,Deletion,0
will,is,108306.0,459663.0,Standard,0
the,page,1501908.0,1912.0,Standard,0
attribute,to,45.0,1156570.0,Standard,0
can,transform,267620.0,112.0,Standard,0
read,follow,12302.0,6283.0,Standard,0
fist,first,375.0,42869.0,Deletion,0
ont,on,10.0,354742.0,Insertion,0
the,The,1501908.0,1501908.0,Caps Error,0
the,The,1501908.0,1501908.0,Caps Error,0
the,The,1501908.0,1501908.0,Caps Error,0
the,The,1501908.0,1501908.0,Caps Error,0
the,The,1501908.0,1501908.0,Caps Error,0
had,try,85472.0,24314.0,Standard,0
were,are,84804.0,265672.0,Standard,0
The,When,1501908.0,103739.0,Standard,0
below,file,1430.0,2246.0,Standard,0
Not,Note,276673.0,2731.0,Deletion,0
bought,brought,4362.0,8786.0,Deletion,0
their,there,33413.0,221754.0,Standard,0
library,This,1170.0,406915.0,Standard,0
can,even,267620.0,44672.0,Standard,0
thank,thanks,56877.0,31789.0,Deletion,0
only,focus,55269.0,1499.0,Standard,0
not,extract,276673.0,150.0,Standard,0
your,you,328715.0,2134713.0,Insertion,0
works,work,5357.0,40699.0,Insertion,0
It,This,963712.0,406915.0,Standard,0
basis,basics,609.0,114.0,Deletion,0
under,underlying,13358.0,64.0,Compound,0
veterans,developers,95.0,25.0,Standard,0
allow,enable,2263.0,75.0,Standard,0
it,we,963712.0,459607.0,Standard,0
equiped,equipped,4.0,217.0,Deletion,0
roll,role,3227.0,929.0,Substitution,0
match,eat,2521.0,12846.0,Standard,0
and,to,682780.0,1156570.0,Standard,0
sets,set,761.0,11805.0,Insertion,0
to,of,1156570.0,590439.0,Standard,0
isn,is,29886.0,459663.0,Insertion,0
release,releases,1851.0,89.0,Deletion,0
in,into,498444.0,43074.0,Compound,0
both,on,15062.0,354742.0,Standard,0
on,both,354742.0,15062.0,Standard,0
record,records,4365.0,2066.0,Deletion,0
liens,lies,4.0,1883.0,Insertion,0
works,work,5357.0,40699.0,Insertion,0
works,work,5357.0,40699.0,Insertion,0
advices,advice,3.0,2447.0,Insertion,0
an,address,95071.0,2666.0,Standard,0
for,to,351650.0,1156570.0,Standard,0
in,at,498444.0,164072.0,Standard,0
City,city,8624.0,8624.0,Caps Error,0
options,Options,715.0,715.0,Caps Error,0
events,Events,860.0,860.0,Caps Error,0
got,has,168631.0,57830.0,Standard,0
tile,title,108.0,947.0,Deletion,0
date,data,7218.0,1306.0,Substitution,0
you,your,2134713.0,328715.0,Deletion,0
fit,it,2937.0,963712.0,Insertion,0
pon,on,17.0,354742.0,Insertion,0
first,fits,42869.0,654.0,Standard,0
thank,than,56877.0,37679.0,Insertion,0
no,a,304549.0,1041179.0,Standard,0
slave,master,940.0,4450.0,Standard,0
accordingly,according,93.0,2135.0,Compound,0
extend,extent,327.0,207.0,Substitution,0
form,from,2180.0,103992.0,Exchange,0
made,make,28626.0,70775.0,Substitution,0
to,For,1156570.0,351650.0,Standard,0
you,how,2134713.0,155867.0,Standard,0
appartement,apartment,2.0,4235.0,Standard,0
tha,the,632.0,1501908.0,Substitution,0
two,three,54384.0,27654.0,Standard,0
None,none,5641.0,5641.0,Caps Error,0
themes,theme,57.0,710.0,Insertion,0
og,or,32.0,86970.0,Substitution,0
is,are,459663.0,265672.0,Standard,0
theme,themes,710.0,57.0,Deletion,0
theme,themes,710.0,57.0,Deletion,0
theme,themes,710.0,57.0,Deletion,0
theme,themes,710.0,57.0,Deletion,0
