
mistake,fix,mistake freq,fix freq,type,Efreq
commot_SHA_of_root_strings.js,commit_SHA_of_root_strings.js,0,0,Substitution,0
commot_SHA_of_root_index.html,commit_SHA_of_root_index.html,0,0,Substitution,0
brackets,Brackets,11.0,11.0,Caps Error,0
[omission],della,0,119.0,Omission,0
Updatet,Updated,0,67.0,Substitution,0
'ganerates,'generates,0,0,Substitution,0
has,have,57830.0,314232.0,Standard,0
(,=,0,0,Substitution,0
HAsh,Hash,180.0,180.0,Caps Error,0
`,",",0,0,Substitution,0
>,true,0,12921.0,Standard,0
>,``,0,0,Standard,0
AN/L,AC/L,0,0,Substitution,0
only,minimally,55269.0,3.0,Standard,0
otherwhise,otherwise,0,2119.0,Insertion,0
result,),1008.0,0,Standard,0
miss,misses,23850.0,373.0,Compound,0
[omission],.Promise=,0,0,Omission,0
valuem,value,0,1097.0,Insertion,0
[omission],'',0,0,Omission,0
[omission],'',0,0,Omission,0
Migitates,Mitigates,0,0,Exchange,0
[omission],'',0,0,Omission,0
thow,throw,0,6570.0,Deletion,0
thow,throw,0,6570.0,Deletion,0
attepts,attempts,0,220.0,Deletion,0
to,true,1156570.0,12921.0,Standard,0
silent,!,1173.0,0,Standard,0
resizabel,resizable,0,0,Exchange,0
histroy,history,0,4280.0,Exchange,0
filterParameters,filteredParams,0,0,Standard,0
self.initalizers,self.initializers,0,0,Deletion,0
addrss,address,0,2666.0,Deletion,0
witeFrequency,writeFrequency,0,0,Deletion,0
api.configData.stats.witeFrequency,api.configData.stats.writeFrequency,0,0,Deletion,0
witeFrequency,writeFrequency,0,0,Deletion,0
witeFrequency,writeFrequency,0,0,Deletion,0
witeFrequency,writeFrequency,0,0,Deletion,0
ardError,hardError,0,0,Deletion,0
pidFileFirectory,pidFileDirectory,0,0,Substitution,0
api.configData.general.pidFileFirectory,api.configData.general.pidFileDirectory,0,0,Substitution,0
initialze,initialize,0,2.0,Deletion,0
optional,Spark,58.0,320.0,Standard,0
item_id,user_id,0,0,Standard,0
recieve,receive,0,992.0,Exchange,0
relaing,relaying,0,19.0,Deletion,0
ACtorFuture,ActorFuture,0,0,Caps Error,0
[omission],n't,0,0,Omission,0
save,safe,8278.0,7303.0,Substitution,0
create,created,1289.0,1195.0,Deletion,0
websockect,websocket,0,0,Insertion,0
steraming,streaming,0,48.0,Exchange,0
respository,repository,0,13.0,Insertion,0
can,get,267620.0,233772.0,Standard,0
this,address,406915.0,2666.0,Standard,0
[omission],",",0,0,Omission,0
communication,communications,528.0,398.0,Deletion,0
we,Responder,459607.0,0,Standard,0
[omission],",",0,0,Omission,0
MYError,MyError,0,0,Caps Error,0
[omission],stream,0,410.0,Omission,0
[omission],a,0,1041179.0,Omission,0
Congiuration,Configuration,0,48.0,Standard,0
precidence,precedence,0,27.0,Substitution,0
poularity,popularity,0,149.0,Deletion,0
licence,license,251.0,1635.0,Substitution,0
hot,all,9682.0,263255.0,Standard,0
MMR,UR,0,34.0,Standard,0
MMR,UR,0,34.0,Standard,0
pull-request,pull_request,0,0,Substitution,0
actionssdk,dialogflow,0,0,Standard,0
[omission],`,0,0,Omission,0
:ungroup,:endgroup,0,0,Standard,0
user,users,79.0,63.0,Deletion,0
Walthrough,Walkthrough,0,0,Deletion,0
use,uses,17536.0,778.0,Deletion,0
user,uses,79.0,778.0,Substitution,0
Compaitbility,Compatibility,0,23.0,Exchange,0
src/core.tsx,src/core.ts,0,0,Insertion,0
documention,documentation,0,69.0,Standard,0
qteq,gteq,0,0,Substitution,0
qteq,gteq,0,0,Substitution,0
'cucumber/rails,'cucumber/rails/world,0,0,MORPH,0
agains,against,0,10288.0,Deletion,0
Muokaa,Muokkaa,0,0,Deletion,0
fo,of,95.0,590439.0,Exchange,0
the,class,1501908.0,5985.0,Standard,0
fo,of,95.0,590439.0,Exchange,0
extensi,ekstensi,0,0,Standard,0
dapa,dapat,0,0,Deletion,0
extensi,ekstensi,0,0,Standard,0
Click,Klik,327.0,0,Standard,0
Ektensi,ekstensi,0,0,Standard,0
LOCALE_KR,LOCALE_KO,0,0,Substitution,0
han,ha,347.0,6260.0,Insertion,0
ha,han,6260.0,347.0,Deletion,0
[omission],und,0,0,Omission,0
reize,resize,0,0,Deletion,0
can,overridden,267620.0,13.0,Standard,0
Autorized,Authorized,0,319.0,Deletion,0
Autorized,Authorized,0,319.0,Deletion,0
weather,whether,1746.0,3424.0,Standard,0
field,fields,3580.0,609.0,Deletion,0
dependecies,dependencies,0,0,Deletion,0
[omission],a,0,1041179.0,Omission,0
rendundancy,redundancy,0,32.0,Insertion,0
depreciationReason,deprecationReason,0,0,Insertion,0
bulit-in,built-in,0,0,Exchange,0
definion,definition,0,296.0,Standard,0
destruction,destructuring,587.0,0,Standard,0
the,there,1501908.0,221754.0,Compound,0
a,and,1041179.0,682780.0,Standard,0
stop,start,36071.0,17345.0,Standard,0
listen,dispatch,27784.0,350.0,Standard,0
Resizer,events,0,860.0,Standard,0
orignal,original,0,1440.0,Deletion,0
proeprties,properties,0,162.0,Exchange,0
doOpenSave,_doSaveAs,0,0,Standard,0
sart,start,6.0,17345.0,Deletion,0
of,the,590439.0,1501908.0,Standard,0
Live-Development,Live-Vorschau,0,0,Standard,0
it,its,963712.0,8757.0,Deletion,0
upates,updates,0,59.0,Deletion,0
prefix,the,21.0,1501908.0,Standard,0
boolean=,?,0,0,Standard,0
funciton,function,0,565.0,Exchange,0
ctx,context,0,163.0,Standard,0
them,it,90720.0,963712.0,Standard,0
why,TypeGraphQL,114687.0,0,Standard,0
[omission],class,0,5985.0,Omission,0
[omission],a,0,1041179.0,Omission,0
why,in,114687.0,498444.0,Standard,0
why,TypeGraphQL,114687.0,0,Standard,0
There,They,221754.0,209250.0,Standard,0
[omission],property,0,1698.0,Omission,0
[omission],that,0,719677.0,Omission,0
undefined,null,10.0,27.0,Standard,0
purposes,purpose,262.0,1789.0,Insertion,0
object,type,1314.0,3093.0,Standard,0
converniency,convenience,0,245.0,Standard,0
datasets,sets,0,761.0,MORPH,0
csv,CSV,0,0,Caps Error,0
usefull,useful,0,669.0,Insertion,0
invlude,include,0,568.0,Substitution,0
prett,press,0,3070.0,Standard,0
tIt,It,171.0,963712.0,Insertion,0
Max,Mac,3620.0,1440.0,Substitution,0
djagno.db.connection,django.db.connection,0,0,Exchange,0
thsi,this,0,406915.0,Exchange,0
qurey-rewriting,query-rewriting,0,0,Exchange,0
[omission],you,0,2134713.0,Omission,0
mannor,manner,0,588.0,Substitution,0
intinite,infinite,0,178.0,Substitution,0
3rd-party,third-party,0,0,Standard,0
interupted,interrupted,0,267.0,Deletion,0
parallele,parallel,0,224.0,Insertion,0
Multiple,Technically,540.0,739.0,Standard,0
[omission],system,0,4667.0,Omission,0
[omission],the,0,1501908.0,Omission,0
:,.,0,0,Substitution,0
[omission],implementation,0,9.0,Omission,0
endpoint,handler,0,140.0,Standard,0
form,middleware,2180.0,0,Standard,0
step,steps,6052.0,1259.0,Deletion,0
get,gets,233772.0,11364.0,Deletion,0
get,gets,233772.0,11364.0,Deletion,0
commulity,community,0,1486.0,Substitution,0
hifh,high,0,9945.0,Substitution,0
supportet,supported,0,186.0,Substitution,0
logcial,logical,0,377.0,Exchange,0
unrachable,unreachable,0,22.0,Deletion,0
commplexity,complexity,0,41.0,Insertion,0
occurences,occurrences,0,14.0,Deletion,0
wether,weather,7.0,1746.0,Deletion,0
occurence,occurrence,0,60.0,Deletion,0
occurence,occurrence,0,60.0,Deletion,0
transfered,transferred,0,599.0,Deletion,0
transfered,transferred,0,599.0,Deletion,0
maximum,minimum,396.0,415.0,Standard,0
Javascript,JavaScript,0,0,Caps Error,0
[omission],the,0,1501908.0,Omission,0
[omission],the,0,1501908.0,Omission,0
of,off,590439.0,60155.0,Deletion,0
demiliter,delimiter,0,0,Exchange,0
bbject,object,0,1314.0,Substitution,0
tdd,tester,0,17.0,Standard,0
Wcket,Wicket,0,7.0,Deletion,0
serialize,serializer,41.0,0,Deletion,0
dserializer,deserializer,0,0,Deletion,0
unknwon,unknown,0,774.0,Exchange,0
unknwon,unknown,0,774.0,Exchange,0
unknwon,unknown,0,774.0,Exchange,0
unknwon,unknown,0,774.0,Exchange,0
event_filter,self.event_filter,0,0,MORPH,0
pre_call,pre_join,0,0,Standard,0
create_github_hooks,create_github_hook,0,0,Insertion,0
create_rubygem_hooks,create_rubygem_hook,0,0,Insertion,0
ask,menu,24640.0,508.0,Standard,0
.,",",0,0,Substitution,0
caese,cease,0,445.0,Exchange,0
[omission],",",0,0,Omission,0
[omission],an,0,95071.0,Omission,0
go,do,193445.0,312915.0,Substitution,0
absolutely,certain,5769.0,4354.0,Standard,0
styleguide,style,0,1534.0,MORPH,0
you,your,2134713.0,328715.0,Deletion,0
[omission],//,0,0,Omission,0
tagger,tdd,6.0,0,Standard,0
//website.com/posts,//website.com/users,0,0,Standard,0
POST,PUT,1654.0,42251.0,Standard,0
to,from,1156570.0,103992.0,Standard,0
[omission],),0,0,Omission,0
friends,precedence,15578.0,27.0,Standard,0
preferrably,preferably,0,152.0,Insertion,0
Commiting,Committing,0,231.0,Deletion,0
preferrably,preferably,0,152.0,Insertion,0
algoritm,algorithm,0,27.0,Deletion,0
infix,infixToPostfix,0,0,MORPH,0
postFix,postfixToInfix,0,0,Standard,0
wshen,when,0,103739.0,Insertion,0
OT_FOUND_ERR,NOT_FOUND_ERR,0,0,Deletion,0
de,the,2161.0,1501908.0,Standard,0
coment,comment,0,654.0,Deletion,0
del,de,437.0,2161.0,Insertion,0
;,.,0,0,Substitution,0
pesqisa,pesquisa,0,0,Deletion,0
baixo,Baixo,0,0,Caps Error,0
thought,though,41232.0,9279.0,Insertion,0
reabir,reabrir,0,0,Deletion,0
errores,erros,0,0,Standard,0
ndeve,deve,0,0,Insertion,0
live,Live,17574.0,17574.0,Caps Error,0
lookupfails,fails,0,261.0,MORPH,0
the,local,1501908.0,2128.0,Standard,0
the,content,1501908.0,389.0,Standard,0
whwich,which,0,24339.0,Insertion,0
http,https,0,0,Deletion,0
Retruns,Returns,0,447.0,Exchange,0
wheter,whether,0,3424.0,Deletion,0
messages,message,948.0,4667.0,Insertion,0
messages,message,948.0,4667.0,Insertion,0
__Deveoper,__Developer,0,0,Deletion,0
Cause,Causes,15812.0,506.0,Deletion,0
for,to,351650.0,1156570.0,Standard,0
OSX,X,0,1051.0,MORPH,0
[omission],",",0,0,Omission,0
electron,Electron-based,37.0,0,Standard,0
some,for,88089.0,351650.0,Standard,0
yor,your,4.0,328715.0,Deletion,0
[omission],a,0,1041179.0,Omission,0
on,or,354742.0,86970.0,Substitution,0
dashing,Dashing,115.0,115.0,Caps Error,0
selfobs,obs,0,7.0,MORPH,0
whereto,to,0,1156570.0,MORPH,0
followin,following,0,2310.0,Deletion,0
adh_plugin_demo,ahn_plugin_demo,0,0,Standard,0
adh_plugin_demo,ahn_plugin_demo,0,0,Standard,0
self.adh_plugin_demo,self.ahn_plugin_demo,0,0,Standard,0
Unrecoginized,Unrecognized,0,6.0,Insertion,0
Miscelaneous,Miscellaneous,0,22.0,Deletion,0
[omission],`,0,0,Omission,0
),.,0,0,Substitution,0
self.shutdown,shutdown,0,75.0,MORPH,0
@,room,0,22415.0,Standard,0
unkown,unknown,0,774.0,Deletion,0
unkown,unknown,0,774.0,Deletion,0
unkown,unknown,0,774.0,Deletion,0
unkown,unknown,0,774.0,Deletion,0
unkown,unknown,0,774.0,Deletion,0
unkown,unknown,0,774.0,Deletion,0
[omission],be,0,293085.0,Omission,0
about,after,185206.0,34812.0,Standard,0
and,as,682780.0,113068.0,Standard,0
take,see,96443.0,130393.0,Standard,0
your,you,328715.0,2134713.0,Insertion,0
https,http,0,0,Insertion,0
things,criteria,35337.0,91.0,Standard,0
[omission],early,0,5510.0,Omission,0
Who,How,113370.0,155867.0,Standard,0
name-your-favorite-langage-here,name-your-favorite-language-here,0,0,Deletion,0
MS_AZUER_COMPUTER_VISION_KEY=,MS_AZURE_COMPUTER_VISION_KEY=,0,0,Exchange,0
Moible,iPhone,0,0,Standard,0
SNVs,SVs,0,0,Insertion,0
SNV,SV,0,0,Insertion,0
keep,keeps,35846.0,2681.0,Deletion,0
Capure,Capture,0,540.0,Deletion,0
exit,exist,794.0,1477.0,Deletion,0
is,are,459663.0,265672.0,Standard,0
ass,as,11545.0,113068.0,Insertion,0
ass,as,11545.0,113068.0,Insertion,0
[omission],to,0,1156570.0,Omission,0
src/nls/strings.js,src/nls/root/strings.js,0,0,Standard,0
dynically,dynamically,0,0,Standard,0
or,For,86970.0,351650.0,Deletion,0
or,For,86970.0,351650.0,Deletion,0
bracket.js,brackets.js,0,0,Deletion,0
fucntionality,functionality,0,4.0,Exchange,0
bu,but,82.0,225291.0,Deletion,0
[omission],",",0,0,Omission,0
[omission],which,0,24339.0,Omission,0
[omission],),0,0,Omission,0
applies,uses,127.0,778.0,Standard,0
storedno,no,0,304549.0,MORPH,0
[omission],a,0,1041179.0,Omission,0
current,currently,869.0,351.0,Compound,0
to,of,1156570.0,590439.0,Standard,0
so,likelihood,216452.0,58.0,Standard,0
car,see,24636.0,130393.0,Standard,0
if,it,180610.0,963712.0,Substitution,0
abort,cancel,235.0,933.0,Standard,0
abort,cancel,235.0,933.0,Standard,0
abort,cancel,235.0,933.0,Standard,0
a,data,1041179.0,1306.0,Standard,0
PostgeSQL,PostgreSQL,0,0,Deletion,0
PostgeSQL,PostgreSQL,0,0,Deletion,0
PostgeSQL,PostgreSQL,0,0,Deletion,0
bluetooth,Bluetooth,0,0,Caps Error,0
Unidadas,Unidas,0,0,Standard,0
`,",",0,0,Substitution,0
specifiy,specify,0,46.0,Insertion,0
it,them,963712.0,90720.0,Standard,0
it,them,963712.0,90720.0,Standard,0
weekdayContainer,this.weekdayContainerTarget,0,0,MORPH,0
abololute,absolute,0,577.0,Standard,0
.resolved,.resolve,0,0,Insertion,0
occured,occurred,0,737.0,Deletion,0
occured,occurred,0,737.0,Deletion,0
occured,occurred,0,737.0,Deletion,0
The,Returns,1501908.0,447.0,Standard,0
type,return,3093.0,4676.0,Standard,0
ore,more,84.0,66228.0,Deletion,0
instlaller,installer,0,0,Insertion,0
allowMulitpleSelection,allowMultipleSelection,0,0,Exchange,0
allowMulitpleSelection,allowMultipleSelection,0,0,Exchange,0
BRACKETS_WWW_SRC,BRACKETS_SRC,0,0,Standard,0
read,readme,12302.0,0,MORPH,0
dog,dmg,9835.0,0,Substitution,0
[omission],;,0,0,Omission,0
Premier,Premiere,127.0,189.0,Deletion,0
covers,describes,478.0,81.0,Standard,0
[omission],[,0,0,Omission,0
explicilty,explicitly,0,18.0,Exchange,0
[omission],[,0,0,Omission,0
can,enables,267620.0,34.0,Standard,0
[omission],of,0,590439.0,Omission,0
specifcially,specifically,0,524.0,Exchange,0
going,discover,108288.0,614.0,Standard,0
shortcutsSwiftTests,ShortcutsSwiftTests,0,0,Caps Error,0
assasination,assassination,0,281.0,Deletion,0
Assasination,Assassination,0,281.0,Deletion,0
line,lines,10515.0,1960.0,Deletion,0
[omission],that,0,719677.0,Omission,0
world,life,23216.0,40629.0,Standard,0
detection,detecting,85.0,61.0,Standard,0
Instalation,Installation,0,72.0,Deletion,0
multiples,multiple,15.0,540.0,Insertion,0
dependant,dependent,7.0,114.0,Substitution,0
allowMentions,allowMention,0,0,Insertion,0
word,color,12013.0,2011.0,Standard,0
commmand,command,0,2225.0,Insertion,0
Go,go,193445.0,193445.0,Caps Error,0
it,its,963712.0,8757.0,Deletion,0
is,in,459663.0,498444.0,Substitution,0
dependancies,dependencies,0,0,Substitution,0
n't,not,0,276673.0,Substitution,0
[omission],a,0,1041179.0,Omission,0
Therr,There,0,221754.0,Substitution,0
pixies,pixie,20.0,42.0,Insertion,0
copmanies,companies,0,581.0,Exchange,0
a,an,1041179.0,95071.0,Deletion,0
deal,engagement,13330.0,666.0,Standard,0
Rumamge.Ecto.Hook,Rummage.Ecto.Hook,0,0,Exchange,0
Rumamge.Ecto.Hook,Rummage.Ecto.Hook,0,0,Exchange,0
Rumamge.Ecto,Rummage.Ecto,0,0,Exchange,0
Rumamge.Ecto,Rummage.Ecto,0,0,Exchange,0
Rumamge.Ecto.Hook,Rummage.Ecto.Hook,0,0,Exchange,0
Rumamge.Ecto,Rummage.Ecto,0,0,Exchange,0
Rumamge,Rummage,0,40.0,Exchange,0
[omission],'',0,0,Omission,0
CHANGELOG.mc,CHANGELOG.md,0,0,Substitution,0
Rumamge.Ectp,Rumamge.Ecto,0,0,Substitution,0
format,formats,54.0,9.0,Deletion,0
stimulus,Stimulus,26.0,26.0,Caps Error,0
stimulus,Stimulus,26.0,26.0,Caps Error,0
stimulus,Stimulus,26.0,26.0,Caps Error,0
represented,represent,213.0,773.0,Compound,0
of,stars,590439.0,2353.0,Standard,0
release,released,1851.0,882.0,Deletion,0
work,use,40699.0,17536.0,Standard,0
generation,generating,619.0,43.0,Standard,0
'pirvot,'pivot,0,0,Insertion,0
mathod,method,0,402.0,Substitution,0
coordinatte,coordinate,0,130.0,Insertion,0
[omission],ttext,0,0,Omission,0
(,len,0,0,Standard,0
act,actions,5565.0,620.0,Compound,0
timestep,time,0,99890.0,MORPH,0
basend,based,0,1357.0,Insertion,0
w,with,1099.0,257465.0,Compound,0
Execntion,Execution,0,497.0,Substitution,0
+,return,0,4676.0,Standard,0
sParam,paramName,0,0,Standard,0
carring,carrying,0,1451.0,Deletion,0
Exract,Extract,0,150.0,Deletion,0
{,[,0,0,0,0,Substitution,0
Letter/Piller,Letter/Pillar,0,0,Substitution,0
piller/letter,pillar/letter,0,0,Substitution,0
RECOURCE_RESOLVER,RESOURCE_RESOLVER,0,0,Substitution,0
practise,practice,189.0,2330.0,Substitution,0
predix,prefix,0,21.0,Substitution,0
",",and,0,682780.0,Standard,0
that,conflicting,719677.0,37.0,Standard,0
",",and,0,682780.0,Standard,0
schema,schemas,0,0,Deletion,0
[omission],the,0,1501908.0,Omission,0
[omission],',0,0,Omission,0
intepreted,interpreted,0,55.0,Deletion,0
[omission],[,0,0,Omission,0
;,",",0,0,Substitution,0
additemcargoGlobal,addItemCargoGlobal,0,0,Caps Error,0
blurifle,'',0,0,Standard,0
bluRifle,[,0,0,Standard,0
[omission],//,0,0,Omission,0
[omission],",",0,0,Omission,0
[omission],",",0,0,Omission,0
[omission],",",0,0,Omission,0
is,aims,459663.0,60.0,Standard,0
base=less,base=css,0,0,Standard,0
Wiki,gh-pages,67.0,0,Standard,0
implentation,implementation,0,9.0,Standard,0
param,returns,0,447.0,Standard,0
powerfull,powerful,0,1791.0,Insertion,0
lookiup,lookup,0,2.0,Insertion,0
Sequence,...,428.0,0,Standard,0
left-to-rigt/top-to-bottom,left-to-right/top-to-bottom,0,0,Deletion,0
seqeuence,sequence,0,428.0,Insertion,0
maks,makes,0,12296.0,Deletion,0
[omission],`,0,0,Omission,0
index.js,cli.js,0,0,Standard,0
occurared,occurred,0,737.0,Insertion,0
-+,-|,0,0,Substitution,0
SolutionSwitcher.customize.help=Enable,SolutionSwitcher.customize.help=Use,0,0,Standard,0
the,see,1501908.0,130393.0,Standard,0
Used,Use,17551.0,17536.0,Insertion,0
the,web,1501908.0,470.0,Standard,0
the,see,1501908.0,130393.0,Standard,0
Used,Use,17551.0,17536.0,Insertion,0
the,web,1501908.0,470.0,Standard,0
you,your,2134713.0,328715.0,Deletion,0
the,Markdown,1501908.0,0,Standard,0
[omission],is,0,459663.0,Omission,0
",",number,0,12288.0,Standard,0
'reverb,'overdrive,0,0,Standard,0
's,source,0,1437.0,Standard,0
[omission],&,0,0,Omission,0
/app,/apps,0,0,Deletion,0
configuraitons,configurations,0,5.0,Exchange,0
err,error,77.0,473.0,Compound,0
Referece,Reference,0,432.0,Deletion,0
inStrorePurchase,inStorePurchase,0,0,Insertion,0
inStrorePurchase,inStorePurchase,0,0,Insertion,0
inStrorePurchase,inStorePurchase,0,0,Insertion,0
inStrorePurchase,inStorePurchase,0,0,Insertion,0
mutliple,multiple,0,540.0,Exchange,0
searchadvertisingcaccount,searchadvertisingaccount,0,0,Insertion,0
Option,Activity,736.0,657.0,Standard,0
DecisionEvent,Event,0,1345.0,MORPH,0
[omission],Detail,0,989.0,Omission,0
clock,block,2990.0,2067.0,Substitution,0
true,false,12921.0,0,Standard,0
Adoeb,Adobe,0,24.0,Exchange,0
[omission],Member,0,1468.0,Omission,0
profile,bigcoprofile,657.0,0,MORPH,0
physcially,physically,0,471.0,Exchange,0
is,are,459663.0,265672.0,Standard,0
its,basic,8757.0,794.0,Standard,0
[omission],of,0,590439.0,Omission,0
verison,version,0,828.0,Exchange,0
Changes,Changed,1481.0,5148.0,Substitution,0
equanls,equals,0,234.0,Insertion,0
we,be,459607.0,293085.0,Substitution,0
offer,fallback,3810.0,32.0,Standard,0
entitry,entity,0,86.0,Insertion,0
object,string,1314.0,646.0,Standard,0
[omission],",",0,0,Omission,0
coord.l,coords.l,0,0,Deletion,0
coord.l,coords.l,0,0,Deletion,0
x,X,1051.0,1051.0,Caps Error,0
v,V,1394.0,1394.0,Caps Error,0
r,X,3579.0,1051.0,Substitution,0
v,V,1394.0,1394.0,Caps Error,0
v,V,1394.0,1394.0,Caps Error,0
Hlf-Elf,Half-Elf,0,0,Deletion,0
forrests,forests,0,81.0,Insertion,0
/turkdown\.com,/^turkdown\.com,0,0,Deletion,0
redirecion,redirection,0,0,Deletion,0
[omission],added,0,492.0,Omission,0
page,pages,1912.0,695.0,Deletion,0
pop,popup,3441.0,0,MORPH,0
them,they,90720.0,209250.0,Substitution,0
pops,pop,598.0,3441.0,Insertion,0
configuredOauth.length,configuredOauths.length,0,0,Deletion,0
resp.requireModeration,resp.requireIdentification,0,0,Standard,0
[omission],#,0,0,Omission,0
[omission],care,0,24748.0,Omission,0
//github.com/ripieces/advancedfx,//github.com/advancedfx/advancedfx,0,0,Standard,0
developert,developer,0,46.0,Insertion,0
accross,across,0,4801.0,Insertion,0
accomodate,accommodate,6.0,109.0,Deletion,0
accross,across,0,4801.0,Insertion,0
horizonatal,horizontal,0,77.0,Insertion,0
LICENSE.md,LICENSE,0,1635.0,MORPH,0
descSortableScope,destSortableScope,0,0,Substitution,0
[omission],to,0,1156570.0,Omission,0
[omission],to,0,1156570.0,Omission,0
[omission],`,0,0,Omission,0
[omission],`,0,0,Omission,0
[omission],in,0,498444.0,Omission,0
a,an,1041179.0,95071.0,Deletion,0
allowOverFlow,allowOverflow,0,0,Caps Error,0
Typoraphy,Typography,0,0,Deletion,0
psuedo-selector,pseudo-selector,0,0,Exchange,0
skeumorophism,skeuomorphism,0,0,Exchange,0
you,your,2134713.0,328715.0,Deletion,0
heloers,helpers,0,32.0,Substitution,0
heloers,theme,0,710.0,Standard,0
heloers,default_max_page_links,0,0,Standard,0
user\,global\,0,0,Standard,0
/user/i,/global/i,0,0,Standard,0
request.header,request.headers,0,0,Deletion,0
\n\\n,\n\n,0,0,Insertion,0
INHIBITIOR_DJ_ONLY,INHIBITOR_DJ_ONLY,0,0,Insertion,0
this.Music,this.music,0,0,Caps Error,0
havng,having,0,14752.0,Deletion,0
[omission],(,0,0,Omission,0
clicktTimeInSeconds,clickTimeInSeconds,0,0,Insertion,0
clickPackageBuilder.clicktTimeInSeconds,clickPackageBuilder.clickTimeInSeconds,0,0,Insertion,0
android.os.LocaledList,android.os.LocaleList,0,0,Insertion,0
android.os.LocaledList,android.os.LocaleList,0,0,Insertion,0
android.os.LocaledList,android.os.LocaleList,0,0,Insertion,0
android.os.LocaledList,android.os.LocaleList,0,0,Insertion,0
DataStrcutres,DataStructures,0,0,Standard,0
DataStrcutres,DataStructures,0,0,Standard,0
DataStrcutres,DataStructures,0,0,Standard,0
DataStrcutres,DataStructures,0,0,Standard,0
File,The,2246.0,1501908.0,Standard,0
so,wo,216452.0,58.0,Substitution,0
change,changed,12258.0,5148.0,Deletion,0
Erors,Errors,0,87.0,Deletion,0
emumerate,enumerate,0,0,Substitution,0
emumerate,enumerate,0,0,Substitution,0
packagse.config,packages.config,0,0,Exchange,0
compatability,compatibility,0,23.0,Substitution,0
compatability,compatibility,0,23.0,Substitution,0
C/C++m,C/C++,0,0,Insertion,0
C/C++m,C/C++,0,0,Insertion,0
[omission],most,0,17889.0,Omission,0
nor,or,1835.0,86970.0,Insertion,0
an,a,95071.0,1041179.0,Insertion,0
beyond,interactive,2200.0,28.0,Standard,0
[omission],is,0,459663.0,Omission,0
.js,.,0,0,MORPH,0
the,HTML,1501908.0,0,Standard,0
behind,under,9581.0,13358.0,Standard,0
cursor-fusing,fusing,0,6.0,MORPH,0
semicolon,colon,8.0,129.0,Compound,0
colon,semicolon,129.0,8.0,Compound,0
easier,easy,2012.0,13551.0,Standard,0
[omission],gifpardy,0,0,Omission,0
millseconds,miliseconds,0,0,Substitution,0
@,$,0,0,Substitution,0
poi-exits,poiExits,0,0,Standard,0
Geo,Geographical,9.0,31.0,Compound,0
Friendly,Label,1328.0,351.0,Standard,0
Org,Organizational,50.0,18.0,Compound,0
organisation,organizaational,119.0,0,Standard,0
organisation,organizational,119.0,18.0,Standard,0
Friendly,Label,1328.0,351.0,Standard,0
organisation,organizational,119.0,18.0,Standard,0
[omission],Unit,0,1845.0,Omission,0
abandons,cartAbandons,14.0,0,Standard,0
//ns.adobe.com/xdm/data/metrics/commerce/cartAbandons,//ns.adobe.com/xdm/metrics/cartAbandons,0,0,Standard,0
text,test,267.0,4288.0,Substitution,0
empty,auto,2409.0,391.0,Standard,0
differnt,different,0,10686.0,Deletion,0
muxiplier,multiplexer,0,0,Standard,0
kbd,/kbd,0,0,Deletion,0
give,given,59559.0,4851.0,Deletion,0
the,they,1501908.0,209250.0,Deletion,0
#,],0,0,Substitution,0
values,are,432.0,265672.0,Standard,0
know,whether,291780.0,3424.0,Standard,0
``,`,0,0,Insertion,0
ugrading,upgrading,0,14.0,Deletion,0
looks,look,15886.0,99311.0,Insertion,0
Arrays,Booleans,5.0,0,Standard,0
unweildy,unwieldy,0,6.0,Exchange,0
interactor,interaction,0,60.0,Standard,0
[omission],err,0,77.0,Omission,0
[omission],err,0,77.0,Omission,0
platform,emulate,313.0,28.0,Standard,0
reque,request,0,1304.0,MORPH,0
(,*,0,0,Substitution,0
OverfayFS,OverlayFS,0,0,Substitution,0
ref,image,129.0,1154.0,Standard,0
#,Selenoid,0,0,Standard,0
Prestop,Presto,0,35.0,Insertion,0
het,net,17.0,793.0,Substitution,0
by,be,68364.0,293085.0,Substitution,0
ACCESS_WIFI_STAT,ACCESS_WIFI_STATE,0,0,Deletion,0
*,:,0,0,Substitution,0
AdjustCommandExecutor.prototype.testOptions,AdjustCommandExecutor.prototype.config,0,0,Standard,0
Adove,Adobe,0,24.0,Substitution,0
tasg,tags,0,181.0,Exchange,0
Either,Error,9308.0,473.0,Standard,0
inValidPort,isInvalidPort,0,0,Standard,0
veriation,variation,0,64.0,Substitution,0
legaxy,legacy,0,256.0,Substitution,0
derivates,derivatives,0,3.0,Standard,0
Sinusoide,Sinusoid,0,0,Insertion,0
Sinusoide,Sinusoid,0,0,Insertion,0
poin,point,0,12063.0,Deletion,0
prefering,preferring,0,9.0,Deletion,0
transiet,transient,0,52.0,Deletion,0
singleConnectionQueue,connectionQueue,0,0,Standard,0
radious,radius,0,224.0,Insertion,0
occures,occurs,0,170.0,Insertion,0
production-looking,production-like,0,0,Standard,0
about,of,185206.0,590439.0,Standard,0
[omission],to,0,1156570.0,Omission,0
[omission],the,0,1501908.0,Omission,0
out,our,197131.0,71425.0,Substitution,0
varient,variant,0,9.0,Substitution,0
true,isOpen,12921.0,0,Standard,0
e.key,event.key,0,0,Standard,0
varient,variant,0,9.0,Substitution,0
true,isOpen,12921.0,0,Standard,0
e.key,event.key,0,0,Standard,0
